Branch,ItemCode,Week 1,Week 2,Week 3,Week 4,Monthly Demand
Edmonton F&S,1718092X1,358.0,358.0,358.0,358.0,0.0
Baltimore F&S,1718099,689.0,689.0,689.0,689.0,0.0
Edmonton F&S,1718099,318.0,318.0,632.0,584.0,266.0
Fontana,1718099,707.0,707.0,707.0,707.0,0.0
Great Lakes CC,1718099,9.0,9.0,9.0,9.0,0.0
Houston F&S,1718099,2213.0,2213.0,2213.0,2213.0,0.0
Linden,1718099,1400.0,1400.0,1325.0,1325.0,-75.0
Sacramento Main,1718099,8.0,8.0,8.0,8.0,0.0
Seattle F&S,1718099,543.0,508.0,508.0,534.0,-9.0
Vancouver F&S,1718099,1757.0,1757.0,10.0,10.0,-1747.0
Baltimore F&S,1718100,269.0,269.0,311.0,319.0,50.0
Edmonton F&S,1718100,6801.0,6801.0,6833.0,6833.0,32.0
Fontana,1718100,16707.0,16850.0,16850.0,16850.0,143.0
Great Lakes CC,1718100,330.0,330.0,330.0,330.0,0.0
Houston F&S,1718100,2022.0,2022.0,2022.0,2022.0,0.0
Linden,1718100,2610.0,2578.0,2534.0,2402.0,-208.0
Sacramento Main,1718100,14454.0,15350.0,15441.0,14617.0,163.0
Seattle F&S,1718100,5201.0,4678.0,4267.0,4130.0,-1071.0
Tampa F&S,1718100,9836.0,9358.0,8918.0,9836.0,0.0
Vancouver F&S,1718100,2135.0,2135.0,1401.0,1401.0,-734.0
Edmonton F&S,1718106,35.0,35.0,35.0,28.0,-7.0
Fontana,1718106,96.0,96.0,96.0,96.0,0.0
Linden,1718106,2.0,2.0,0.0,0.0,-2.0
Seattle F&S,1718106,17.0,17.0,17.0,17.0,0.0
Vancouver F&S,1718106,36.0,36.0,36.0,36.0,0.0
Baltimore F&S,1718901,3297.0,3642.0,4235.0,4326.0,1029.0
Houston F&S,1718901,1037.0,1037.0,1037.0,1037.0,0.0
Linden,1718901,3764.0,3530.0,3389.0,3430.0,-334.0
Seattle F&S,1718901,320.0,320.0,320.0,320.0,0.0
Baltimore F&S,1718904,493.0,624.0,700.0,700.0,207.0
Edmonton F&S,1718904,207.0,199.0,175.0,175.0,-32.0
Fontana,1718904,200.0,200.0,200.0,200.0,0.0
Great Lakes CC,1718904,18.0,18.0,18.0,18.0,0.0
Linden,1718904,2762.0,2678.0,3052.0,3052.0,290.0
Seattle F&S,1718904,381.0,361.0,361.0,387.0,6.0
Tampa F&S,1718904,2200.0,2200.0,2200.0,2200.0,0.0
Vancouver F&S,1718904,1509.0,1509.0,50.0,50.0,-1459.0
Edmonton F&S,1718907,780.0,780.0,780.0,780.0,0.0
Fontana,1718907,96.0,96.0,96.0,96.0,0.0
Houston F&S,1718907,3.0,3.0,3.0,3.0,0.0
Seattle F&S,1718907,248.0,248.0,248.0,248.0,0.0
Vancouver F&S,1718907,484.0,484.0,484.0,484.0,0.0
Montreal F&S,172,306.0,306.0,306.0,306.0,0.0
Toronto F&S,172,33.0,33.0,33.0,33.0,0.0
Montreal F&S,1722,49.0,49.0,49.0,0.0,-49.0
Fontana,1729,70.0,9.0,9.0,9.0,-61.0
Baltimore F&S,173776,155.0,155.0,155.0,155.0,0.0
Toronto F&S,174,28.0,28.0,28.0,28.0,0.0
Montreal F&S,1747,72.0,72.0,72.0,72.0,0.0
Fontana,175,5.0,5.0,5.0,5.0,0.0
Toronto F&S,176,7.0,7.0,7.0,7.0,0.0
Edmonton F&S,1800038,1.0,1.0,1.0,0.0,-1.0
Fontana,1800038,1.0,1.0,1.0,1.0,0.0
Montreal F&S,1800038,7.0,7.0,7.0,5.0,-2.0
Seattle F&S,1800038,1.0,0.0,0.0,0.0,-1.0
Toronto F&S,1800038,71.0,75.0,76.0,76.0,5.0
Toronto F&S,1850123,1.0,1.0,1.0,1.0,0.0
Toronto F&S,1850134,846.0,846.0,839.0,919.0,73.0
Toronto F&S,1850156,61.0,61.0,43.0,57.0,-4.0
Toronto F&S,1855014,8.0,8.0,8.0,8.0,0.0
Toronto F&S,1855016,4.0,4.0,4.0,4.0,0.0
Toronto F&S,1855029,4.0,4.0,4.0,4.0,0.0
Toronto F&S,1855032,6.0,6.0,6.0,6.0,0.0
Toronto F&S,1855074,4.0,4.0,4.0,4.0,0.0
Toronto F&S,1855081,4.0,4.0,4.0,4.0,0.0
Toronto F&S,1855082,1.0,1.0,0.0,0.0,-1.0
Toronto F&S,1855084,4.0,4.0,4.0,4.0,0.0
Toronto F&S,1855117,2.0,2.0,2.0,2.0,0.0
Toronto F&S,1856050,20.0,20.0,20.0,20.0,0.0
Toronto F&S,1856060,21.0,21.0,21.0,21.0,0.0
Toronto F&S,1856065,40.0,40.0,40.0,40.0,0.0
Toronto F&S,1856070,43.0,43.0,43.0,43.0,0.0
Toronto F&S,1856075,1.0,1.0,1.0,1.0,0.0
Toronto F&S,1861033,24.0,23.0,23.0,23.0,-1.0
Montreal F&S,1861094,24.0,24.0,24.0,24.0,0.0
Toronto F&S,1861094,1592.0,1587.0,1622.0,1588.0,-4.0
Toronto F&S,1861122,249.0,249.0,244.0,243.0,-6.0
Fontana,1870029,3789.0,4158.0,4443.0,4646.0,857.0
Great Lakes CC,1870029,542.0,542.0,537.0,525.0,-17.0
Montreal F&S,1870029,22.0,8.0,6.0,6.0,-16.0
Sacramento Main,1870029,816.0,719.0,854.0,801.0,-15.0
Seattle F&S,1870029,1939.0,1916.0,1872.0,1087.0,-852.0
Toronto F&S,1870029,8704.0,8861.0,8768.0,8572.0,-132.0
Fontana,1870031,917.0,998.0,1010.0,1074.0,157.0
Great Lakes CC,1870031,191.0,191.0,190.0,188.0,-3.0
Montreal F&S,1870031,45.0,45.0,45.0,45.0,0.0
Sacramento Main,1870031,386.0,247.0,292.0,304.0,-82.0
Seattle F&S,1870031,565.0,519.0,563.0,457.0,-108.0
Toronto F&S,1870031,4864.0,5058.0,5044.0,4830.0,-34.0
Fontana,1870035,1071.0,1016.0,943.0,943.0,-128.0
Great Lakes CC,1870035,25.0,25.0,25.0,25.0,0.0
Sacramento Main,1870035,265.0,221.0,221.0,110.0,-155.0
Seattle F&S,1870035,550.0,455.0,368.0,303.0,-247.0
Toronto F&S,1870035,791.0,727.0,711.0,611.0,-180.0
Fontana,1870040,135.0,110.0,65.0,37.0,-98.0
Great Lakes CC,1870040,175.0,175.0,175.0,175.0,0.0
Sacramento Main,1870040,155.0,154.0,155.0,155.0,0.0
Seattle F&S,1870040,85.0,79.0,79.0,79.0,-6.0
Toronto F&S,1870040,1697.0,1694.0,1694.0,1689.0,-8.0
Fontana,1870045,2161.0,2363.0,2407.0,2496.0,335.0
Great Lakes CC,1870045,571.0,571.0,571.0,571.0,0.0
Montreal F&S,1870045,223.0,182.0,169.0,151.0,-72.0
Sacramento Main,1870045,558.0,524.0,601.0,518.0,-40.0
Seattle F&S,1870045,1483.0,1354.0,1480.0,1176.0,-307.0
Toronto F&S,1870045,7997.0,8237.0,7952.0,7973.0,-24.0
Fontana,1870050,474.0,511.0,521.0,573.0,99.0
Great Lakes CC,1870050,40.0,40.0,39.0,39.0,-1.0
Montreal F&S,1870050,175.0,149.0,116.0,63.0,-112.0
Sacramento Main,1870050,396.0,396.0,421.0,299.0,-97.0
Seattle F&S,1870050,743.0,646.0,623.0,503.0,-240.0
Toronto F&S,1870050,3871.0,3896.0,3576.0,3511.0,-360.0
Fontana,1870060,2002.0,1982.0,1949.0,1964.0,-38.0
Great Lakes CC,1870060,300.0,300.0,299.0,299.0,-1.0
Sacramento Main,1870060,625.0,529.0,638.0,643.0,18.0
Seattle F&S,1870060,2897.0,2653.0,2518.0,2004.0,-893.0
Toronto F&S,1870060,102.0,102.0,102.0,102.0,0.0
Fontana,1870080,441.0,470.0,438.0,341.0,-100.0
Great Lakes CC,1870080,195.0,195.0,237.0,295.0,100.0
Montreal F&S,1870080,30.0,30.0,24.0,18.0,-12.0
Sacramento Main,1870080,55.0,55.0,57.0,58.0,3.0
Seattle F&S,1870080,553.0,483.0,405.0,352.0,-201.0
Toronto F&S,1870080,665.0,665.0,665.0,665.0,0.0
Fontana,1870085,22.0,26.0,27.0,28.0,6.0
Great Lakes CC,1870085,17.0,17.0,16.0,16.0,-1.0
Sacramento Main,1870085,6.0,6.0,6.0,6.0,0.0
Seattle F&S,1870085,17.0,16.0,15.0,11.0,-6.0
Toronto F&S,1870085,116.0,120.0,122.0,123.0,7.0
Fontana,1870090,9832.0,10972.0,11775.0,12130.0,2298.0
Great Lakes CC,1870090,2640.0,2640.0,2640.0,2640.0,0.0
Sacramento Main,1870090,2203.0,2087.0,2468.0,2007.0,-196.0
Seattle F&S,1870090,5227.0,5156.0,3818.0,2676.0,-2551.0
Toronto F&S,1870090,11732.0,12171.0,12463.0,12850.0,1118.0
Fontana,1870096,380.0,445.0,457.0,475.0,95.0
Great Lakes CC,1870096,241.0,241.0,230.0,205.0,-36.0
Sacramento Main,1870096,117.0,112.0,115.0,89.0,-28.0
Seattle F&S,1870096,258.0,258.0,204.0,152.0,-106.0
Toronto F&S,1870096,2681.0,2697.0,2653.0,2622.0,-59.0
Fontana,1870099,78.0,78.0,78.0,128.0,50.0
Great Lakes CC,1870099,103.0,103.0,103.0,103.0,0.0
Seattle F&S,1870099,357.0,315.0,315.0,315.0,-42.0
Fontana,1870100,190.0,71.0,52.0,52.0,-138.0
Great Lakes CC,1870100,223.0,223.0,220.0,215.0,-8.0
Seattle F&S,1870100,187.0,187.0,187.0,159.0,-28.0
Fontana,1870105,195.0,212.0,219.0,219.0,24.0
Great Lakes CC,1870105,165.0,359.0,488.0,488.0,323.0
Montreal F&S,1870105,61.0,61.0,61.0,53.0,-8.0
Sacramento Main,1870105,126.0,126.0,130.0,131.0,5.0
Seattle F&S,1870105,160.0,158.0,162.0,138.0,-22.0
Toronto F&S,1870105,2250.0,2350.0,2221.0,2047.0,-203.0
Seattle F&S,1870120,388.0,337.0,286.0,170.0,-218.0
Fontana,1870140,388.0,388.0,373.0,343.0,-45.0
Great Lakes CC,1870140,96.0,96.0,96.0,96.0,0.0
Seattle F&S,1870140,115.0,99.0,88.0,81.0,-34.0
Fontana,1870144,6.0,7.0,7.0,7.0,1.0
Sacramento Main,1870144,20.0,18.0,18.0,12.0,-8.0
Seattle F&S,1870144,7.0,6.0,8.0,5.0,-2.0
Toronto F&S,1870144,9.0,10.0,10.0,10.0,1.0
Fontana,1870145,30.0,27.0,27.0,27.0,-3.0
Great Lakes CC,1870145,6.0,6.0,6.0,6.0,0.0
Sacramento Main,1870145,35.0,31.0,36.0,34.0,-1.0
Seattle F&S,1870145,22.0,22.0,25.0,14.0,-8.0
Toronto F&S,1870145,5.0,5.0,5.0,5.0,0.0
Fontana,1870150,127.0,133.0,135.0,140.0,13.0
Great Lakes CC,1870150,213.0,267.0,277.0,277.0,64.0
Montreal F&S,1870150,60.0,60.0,60.0,48.0,-12.0
Sacramento Main,1870150,116.0,116.0,120.0,121.0,5.0
Seattle F&S,1870150,126.0,122.0,129.0,113.0,-13.0
Toronto F&S,1870150,2187.0,2245.0,2185.0,2113.0,-74.0
Fontana,1870155,3029.0,3434.0,3572.0,3791.0,762.0
Great Lakes CC,1870155,159.0,159.0,159.0,186.0,27.0
Sacramento Main,1870155,1962.0,1328.0,1373.0,932.0,-1030.0
Seattle F&S,1870155,1990.0,1910.0,1918.0,1466.0,-524.0
Toronto F&S,1870155,757.0,745.0,743.0,724.0,-33.0
Fontana,1870165,259.0,300.0,297.0,301.0,42.0
Great Lakes CC,1870165,52.0,52.0,52.0,52.0,0.0
Sacramento Main,1870165,86.0,86.0,94.0,96.0,10.0
Seattle F&S,1870165,193.0,180.0,179.0,126.0,-67.0
Toronto F&S,1870165,366.0,370.0,365.0,361.0,-5.0
Great Lakes CC,1870185,3.0,3.0,3.0,3.0,0.0
Seattle F&S,1870185,1.0,1.0,1.0,1.0,0.0
Toronto F&S,1870185,2.0,2.0,2.0,2.0,0.0
Seattle F&S,1870200,45.0,45.0,15.0,15.0,-30.0
Fontana,1870205,5.0,5.0,5.0,5.0,0.0
Seattle F&S,1870205,174.0,174.0,174.0,172.0,-2.0
Toronto F&S,1870205,19.0,19.0,19.0,19.0,0.0
Toronto F&S,1870225,112.0,112.0,112.0,112.0,0.0
Fontana,1870255,100.0,100.0,100.0,100.0,0.0
Toronto F&S,1870265,159.0,159.0,159.0,159.0,0.0
Fontana,1870300,139.0,141.0,144.0,150.0,11.0
Great Lakes CC,1870300,2.0,2.0,2.0,2.0,0.0
Sacramento Main,1870300,6.0,6.0,6.0,6.0,0.0
Seattle F&S,1870300,110.0,109.0,84.0,62.0,-48.0
Fontana,1870400,2368.0,2698.0,2888.0,3009.0,641.0
Great Lakes CC,1870400,1354.0,1354.0,1325.0,1254.0,-100.0
Sacramento Main,1870400,540.0,510.0,655.0,612.0,72.0
Seattle F&S,1870400,1464.0,1287.0,1120.0,956.0,-508.0
Toronto F&S,1870400,7827.0,7827.0,7740.0,7809.0,-18.0
Fontana,1870405,598.0,695.0,752.0,802.0,204.0
Great Lakes CC,1870405,75.0,75.0,75.0,75.0,0.0
Sacramento Main,1870405,80.0,80.0,105.0,25.0,-55.0
Seattle F&S,1870405,413.0,382.0,359.0,266.0,-147.0
Toronto F&S,1870405,2956.0,2967.0,2787.0,2722.0,-234.0
Toronto F&S,1870415,59.0,109.0,151.0,209.0,150.0
Toronto F&S,1870417,228.0,226.0,226.0,226.0,-2.0
Fontana,1870440,2786.0,3133.0,3314.0,3456.0,670.0
Great Lakes CC,1870440,1167.0,1167.0,1552.0,2067.0,900.0
Montreal F&S,1870440,30.0,30.0,25.0,19.0,-11.0
Sacramento Main,1870440,1070.0,819.0,783.0,670.0,-400.0
Seattle F&S,1870440,386.0,378.0,378.0,378.0,-8.0
Toronto F&S,1870440,8230.0,8351.0,8756.0,9035.0,805.0
Toronto F&S,1870464,1530.0,1574.0,1539.0,1456.0,-74.0
Toronto F&S,1870465,1634.0,1676.0,1651.0,1559.0,-75.0
Toronto F&S,1870470,16.0,16.0,16.0,16.0,0.0
Montreal F&S,1870500,44.0,44.0,32.0,17.0,-27.0
Toronto F&S,1870500,834.0,865.0,863.0,865.0,31.0
Montreal F&S,1870516,250.0,250.0,195.0,123.0,-127.0
Toronto F&S,1870516,10362.0,10656.0,10750.0,10619.0,257.0
Atlanta F&S,189,68.0,68.0,68.0,68.0,0.0
Baltimore F&S,189,190.0,190.0,190.0,190.0,0.0
Fontana,189,1203.0,1290.0,1334.0,1312.0,109.0
Great Lakes CC,189,294.0,294.0,296.0,299.0,5.0
Montreal F&S,189,1.0,1.0,1.0,1.0,0.0
Sacramento Main,189,20.0,20.0,18.0,18.0,-2.0
Seattle F&S,189,763.0,735.0,775.0,758.0,-5.0
Tampa F&S,189,565.0,523.0,473.0,401.0,-164.0
Toronto F&S,189,48.0,48.0,48.0,48.0,0.0
Vancouver F&S,189,6.0,6.0,6.0,6.0,0.0
Atlanta F&S,190,7.0,157.0,157.0,133.0,126.0
Baltimore F&S,190,12.0,15.0,18.0,18.0,6.0
Fontana,190,1006.0,1019.0,1077.0,1108.0,102.0
Great Lakes CC,190,271.0,283.0,275.0,275.0,4.0
Houston F&S,190,30.0,30.0,30.0,30.0,0.0
Montreal F&S,190,5.0,5.0,5.0,5.0,0.0
Sacramento Main,190,17.0,21.0,21.0,21.0,4.0
Seattle F&S,190,641.0,642.0,702.0,732.0,91.0
Tampa F&S,190,672.0,594.0,580.0,574.0,-98.0
Toronto F&S,190,152.0,174.0,193.0,194.0,42.0
Toronto F&S,1900002,684.0,697.0,697.0,686.0,2.0
Montreal F&S,1900005,14.0,14.0,11.0,2.0,-12.0
Toronto F&S,1900005,337.0,336.0,342.0,337.0,0.0
Montreal F&S,1900008,63.0,62.0,47.0,29.0,-34.0
Toronto F&S,1900008,322.0,331.0,330.0,327.0,5.0
Montreal F&S,1900011,4.0,4.0,4.0,4.0,0.0
Toronto F&S,1900011,339.0,348.0,348.0,348.0,9.0
Toronto F&S,1900020,229.0,232.0,243.0,237.0,8.0
Montreal F&S,1900029,22.0,22.0,21.0,6.0,-16.0
Toronto F&S,1900029,146.0,142.0,144.0,138.0,-8.0
Montreal F&S,1900032,8.0,8.0,8.0,8.0,0.0
Toronto F&S,1900032,221.0,225.0,235.0,233.0,12.0
Montreal F&S,1900035,18.0,18.0,13.0,8.0,-10.0
Toronto F&S,1900035,130.0,130.0,136.0,151.0,21.0
Montreal F&S,1900038,37.0,37.0,37.0,37.0,0.0
Toronto F&S,1900038,260.0,252.0,258.0,279.0,19.0
Montreal F&S,1900047,10.0,16.0,10.0,10.0,0.0
Toronto F&S,1900047,111.0,108.0,109.0,115.0,4.0
Montreal F&S,1900056,4.0,6.0,4.0,4.0,0.0
Toronto F&S,1900056,103.0,102.0,106.0,104.0,1.0
Montreal F&S,1900089,6.0,6.0,6.0,2.0,-4.0
Toronto F&S,1900089,138.0,138.0,133.0,132.0,-6.0
Toronto F&S,1900096,16.0,16.0,16.0,16.0,0.0
Toronto F&S,1900110,4.0,4.0,4.0,4.0,0.0
Montreal F&S,1900119,149.0,149.0,138.0,55.0,-94.0
Toronto F&S,1900119,2828.0,2806.0,2826.0,2873.0,45.0
Edmonton F&S,1900123,138.0,138.0,132.0,130.0,-8.0
Montreal F&S,1900123,134.0,134.0,178.0,104.0,-30.0
Toronto F&S,1900123,1903.0,1863.0,1869.0,1881.0,-22.0
Vancouver F&S,1900123,32.0,32.0,32.0,32.0,0.0
Edmonton F&S,1900134,59.0,109.0,106.0,102.0,43.0
Montreal F&S,1900134,164.0,164.0,162.0,152.0,-12.0
Toronto F&S,1900134,1682.0,1698.0,1712.0,1689.0,7.0
Vancouver F&S,1900134,9.0,9.0,9.0,9.0,0.0
Edmonton F&S,1900144,293.0,293.0,291.0,258.0,-35.0
Montreal F&S,1900144,620.0,556.0,612.0,595.0,-25.0
Toronto F&S,1900144,4820.0,4796.0,4781.0,4799.0,-21.0
Vancouver F&S,1900144,33.0,24.0,24.0,24.0,-9.0
Edmonton F&S,1900147,11.0,11.0,11.0,11.0,0.0
Montreal F&S,1900147,64.0,64.0,50.0,58.0,-6.0
Toronto F&S,1900147,425.0,431.0,425.0,438.0,13.0
Montreal F&S,1900156,5.0,10.0,3.0,2.0,-3.0
Toronto F&S,1900156,138.0,140.0,137.0,139.0,1.0
Toronto F&S,1900159,1.0,1.0,1.0,1.0,0.0
Toronto F&S,1900164,12.0,12.0,12.0,12.0,0.0
Baltimore F&S,1900170,129.0,119.0,113.0,0.0,-129.0
Edmonton F&S,1900170,841.0,841.0,774.0,399.0,-442.0
Fontana,1900170,71.0,71.0,71.0,71.0,0.0
Houston F&S,1900170,36.0,36.0,36.0,36.0,0.0
Montreal F&S,1900170,1846.0,1837.0,1836.0,1236.0,-610.0
Sacramento Main,1900170,100.0,100.0,100.0,188.0,88.0
Seattle F&S,1900170,300.0,289.0,336.0,336.0,36.0
Toronto F&S,1900170,26775.0,26054.0,26110.0,26140.0,-635.0
Vancouver F&S,1900170,481.0,401.0,401.0,401.0,-80.0
Montreal F&S,1900179,6.0,6.0,6.0,6.0,0.0
Toronto F&S,1900179,265.0,268.0,271.0,274.0,9.0
Montreal F&S,1900193,210.0,252.0,166.0,150.0,-60.0
Toronto F&S,1900193,2306.0,2287.0,2262.0,2220.0,-86.0
Toronto F&S,1900194,18.0,18.0,18.0,18.0,0.0
Montreal F&S,1900207,68.0,68.0,68.0,61.0,-7.0
Toronto F&S,1900207,91.0,91.0,91.0,101.0,10.0
Vancouver F&S,1900207,57.0,48.0,48.0,48.0,-9.0
Toronto F&S,1900210,421.0,421.0,421.0,421.0,0.0
Toronto F&S,1900211,2.0,2.0,2.0,2.0,0.0
Montreal F&S,1900216,32.0,32.0,25.0,17.0,-15.0
Toronto F&S,1900216,158.0,157.0,161.0,165.0,7.0
Montreal F&S,1900217,60.0,120.0,39.0,11.0,-49.0
Toronto F&S,1900217,94.0,94.0,98.0,105.0,11.0
Toronto F&S,1900227,805.0,805.0,804.0,820.0,15.0
Edmonton F&S,1900256,160.0,160.0,160.0,160.0,0.0
Montreal F&S,1900256,505.0,504.0,504.0,504.0,-1.0
Toronto F&S,1900256,18662.0,18529.0,18639.0,18735.0,73.0
Montreal F&S,1900265,105.0,105.0,105.0,105.0,0.0
Toronto F&S,1900265,4095.0,4159.0,4238.0,4267.0,172.0
Montreal F&S,1900341,8.0,8.0,5.0,4.0,-4.0
Toronto F&S,1900341,186.0,195.0,195.0,194.0,8.0
Montreal F&S,1900344,8.0,8.0,5.0,3.0,-5.0
Toronto F&S,1900344,79.0,79.0,79.0,82.0,3.0
Toronto F&S,1900347,32.0,32.0,32.0,37.0,5.0
Toronto F&S,1900354,107.0,107.0,114.0,109.0,2.0
Toronto F&S,1900357,44.0,44.0,42.0,42.0,-2.0
Toronto F&S,1900360,62.0,62.0,56.0,56.0,-6.0
Fontana,1900368,1.0,1.0,1.0,1.0,0.0
Toronto F&S,1900368,5.0,5.0,4.0,4.0,-1.0
Toronto F&S,1900411,2.0,2.0,2.0,2.0,0.0
Montreal F&S,1900445,61.0,61.0,61.0,37.0,-24.0
Toronto F&S,1900445,2240.0,2267.0,2383.0,2379.0,139.0
Montreal F&S,1900448,440.0,525.0,438.0,404.0,-36.0
Toronto F&S,1900448,9193.0,9185.0,9248.0,9240.0,47.0
Montreal F&S,1900487,2.0,2.0,2.0,2.0,0.0
Toronto F&S,1900487,274.0,271.0,272.0,266.0,-8.0
Montreal F&S,1900490,6.0,6.0,6.0,6.0,0.0
Toronto F&S,1900490,184.0,182.0,194.0,195.0,11.0
Montreal F&S,1900509,8.0,8.0,8.0,8.0,0.0
Toronto F&S,1900509,117.0,117.0,117.0,119.0,2.0
Montreal F&S,1900515,8.0,8.0,7.0,6.0,-2.0
Toronto F&S,1900515,84.0,84.0,76.0,75.0,-9.0
Toronto F&S,1900518,60.0,60.0,48.0,56.0,-4.0
Toronto F&S,1900535,328.0,328.0,328.0,328.0,0.0
Toronto F&S,1900536,338.0,338.0,338.0,338.0,0.0
Toronto F&S,1900538,120.0,115.0,116.0,103.0,-17.0
Fontana,1900737,2.0,2.0,2.0,2.0,0.0
Montreal F&S,1900737,6.0,6.0,6.0,6.0,0.0
Seattle F&S,1900737,5.0,5.0,5.0,5.0,0.0
Toronto F&S,1900737,68.0,70.0,68.0,68.0,0.0
Toronto F&S,1900803,3.0,3.0,3.0,3.0,0.0
Great Lakes CC,1900804,1.0,1.0,1.0,1.0,0.0
Toronto F&S,1900804,14.0,13.0,13.0,16.0,2.0
Houston F&S,1900894,219.0,219.0,219.0,219.0,0.0
Sacramento Main,1900894,240.0,240.0,240.0,240.0,0.0
Toronto F&S,1900894,1026.0,899.0,899.0,899.0,-127.0
Toronto F&S,1900929,80.0,80.0,80.0,80.0,0.0
Montreal F&S,1900932,4.0,4.0,4.0,4.0,0.0
Toronto F&S,1900932,146.0,147.0,145.0,147.0,1.0
Montreal F&S,1900936,24.0,28.0,24.0,4.0,-20.0
Toronto F&S,1900936,180.0,181.0,179.0,181.0,1.0
Toronto F&S,1900941,86.0,86.0,86.0,86.0,0.0
Baltimore F&S,1900995,12.0,12.0,11.0,10.0,-2.0
Fontana,1900995,5.0,5.0,5.0,5.0,0.0
Toronto F&S,1901027,70.0,70.0,70.0,70.0,0.0
Toronto F&S,1901080,1625.0,1437.0,1437.0,1437.0,-188.0
Toronto F&S,1901083,169.0,169.0,169.0,169.0,0.0
Toronto F&S,1901800,30.0,31.0,33.0,33.0,3.0
Montreal F&S,1902118,54.0,54.0,54.0,54.0,0.0
Toronto F&S,1902118,168.0,168.0,168.0,178.0,10.0
Vancouver F&S,1902118,48.0,48.0,48.0,60.0,12.0
Toronto F&S,1902210,4.0,4.0,4.0,4.0,0.0
Toronto F&S,1902219,195.0,188.0,187.0,187.0,-8.0
Fontana,1904311,540.0,540.0,540.0,540.0,0.0
Seattle F&S,1904311,1323.0,1309.0,1274.0,1211.0,-112.0
Toronto F&S,1904311,163.0,163.0,154.0,151.0,-12.0
Fontana,1904403,4.0,4.0,4.0,4.0,0.0
Montreal F&S,1904424,20.0,20.0,0.0,0.0,-20.0
Toronto F&S,1904424,103.0,103.0,103.0,103.0,0.0
Sacramento Main,1904434,23.0,23.0,23.0,23.0,0.0
Toronto F&S,1904434,24.0,24.0,24.0,24.0,0.0
Toronto F&S,1905016,1.0,1.0,1.0,1.0,0.0
Toronto F&S,1905017,1.0,1.0,1.0,1.0,0.0
Toronto F&S,1905046,24.0,24.0,24.0,24.0,0.0
Montreal F&S,1905142,4.0,4.0,4.0,4.0,0.0
Toronto F&S,1905142,327.0,327.0,327.0,325.0,-2.0
Montreal F&S,1905160,5.0,5.0,5.0,5.0,0.0
Toronto F&S,1905160,217.0,217.0,217.0,217.0,0.0
Toronto F&S,1905648,8.0,8.0,8.0,8.0,0.0
Toronto F&S,1907001,1.0,1.0,1.0,1.0,0.0
Baltimore F&S,1907005,12.0,12.0,12.0,12.0,0.0
Fontana,1907005,53.0,53.0,53.0,53.0,0.0
Toronto F&S,1907005,66.0,66.0,79.0,79.0,13.0
Fontana,1907006,62.0,62.0,62.0,52.0,-10.0
Toronto F&S,1907006,3.0,23.0,31.0,43.0,40.0
Fontana,1907007,1.0,1.0,1.0,1.0,0.0
Toronto F&S,1907051,77.0,77.0,77.0,77.0,0.0
Toronto F&S,1907052,135.0,135.0,135.0,135.0,0.0
Fontana,1907120,114.0,114.0,114.0,114.0,0.0
Toronto F&S,1907120,1.0,1.0,1.0,1.0,0.0
Fontana,1907135,94.0,94.0,94.0,44.0,-50.0
Toronto F&S,1907135,204.0,274.0,291.0,291.0,87.0
Fontana,1907136,98.0,98.0,98.0,98.0,0.0
Edmonton F&S,1908168,19.0,19.0,17.0,17.0,-2.0
Montreal F&S,1908168,116.0,115.0,115.0,95.0,-21.0
Toronto F&S,1908168,608.0,620.0,608.0,602.0,-6.0
Montreal F&S,1908247,8.0,8.0,8.0,8.0,0.0
Toronto F&S,1908247,488.0,491.0,497.0,512.0,24.0
Montreal F&S,1908250,8.0,8.0,8.0,8.0,0.0
Toronto F&S,1908250,316.0,303.0,297.0,298.0,-18.0
Montreal F&S,1908253,2.0,2.0,2.0,2.0,0.0
Toronto F&S,1908253,237.0,244.0,245.0,248.0,11.0
Montreal F&S,1908256,6.0,6.0,3.0,2.0,-4.0
Toronto F&S,1908256,276.0,290.0,297.0,313.0,37.0
Montreal F&S,1908259,6.0,6.0,6.0,6.0,0.0
Toronto F&S,1908259,299.0,307.0,307.0,311.0,12.0
Montreal F&S,1908262,2.0,2.0,2.0,2.0,0.0
Toronto F&S,1908262,203.0,204.0,201.0,194.0,-9.0
Montreal F&S,1908265,13.0,24.0,10.0,1.0,-12.0
Toronto F&S,1908265,159.0,159.0,159.0,159.0,0.0
Toronto F&S,1908268,68.0,69.0,69.0,69.0,1.0
Montreal F&S,1908271,8.0,11.0,5.0,1.0,-7.0
Toronto F&S,1908271,141.0,141.0,144.0,142.0,1.0
Montreal F&S,1908273,25.0,29.0,25.0,9.0,-16.0
Toronto F&S,1908273,135.0,135.0,134.0,128.0,-7.0
Edmonton F&S,1908275,2.0,2.0,2.0,2.0,0.0
Toronto F&S,1908275,18.0,18.0,18.0,18.0,0.0
Vancouver F&S,1908275,8.0,8.0,8.0,8.0,0.0
Toronto F&S,1908276,4.0,4.0,4.0,4.0,0.0
Toronto F&S,1908277,2.0,2.0,2.0,2.0,0.0
Toronto F&S,1908346,25.0,25.0,25.0,25.0,0.0
Toronto F&S,1908357,18.0,18.0,18.0,18.0,0.0
Toronto F&S,1908372,81.0,81.0,81.0,81.0,0.0
Toronto F&S,1908381,37.0,33.0,33.0,33.0,-4.0
Montreal F&S,1908460,37.0,61.0,29.0,20.0,-17.0
