Branch,ItemCode,Week 1,Week 2,Week 3,Week 4,Monthly Demand
Great Lakes CC,LK051800,19.0,31.0,43.0,43.0,24.0
Houston F&S,LK051800,57.0,57.0,57.0,57.0,0.0
Sacramento Main,LK051800,7.0,7.0,7.0,7.0,0.0
Baltimore F&S,LK052400,10.0,10.0,10.0,10.0,0.0
Fontana,LK052400,2.0,2.0,2.0,2.0,0.0
Great Lakes CC,LK052400,23.0,34.0,45.0,45.0,22.0
Houston F&S,LK052400,38.0,37.0,36.0,36.0,-2.0
Sacramento Main,LK052400,4.0,4.0,4.0,4.0,0.0
Baltimore F&S,LK053600,9.0,9.0,9.0,9.0,0.0
Fontana,LK053600,2.0,2.0,2.0,2.0,0.0
Great Lakes CC,LK053600,32.0,34.0,37.0,37.0,5.0
Houston F&S,LK053600,38.0,38.0,38.0,38.0,0.0
Sacramento Main,LK053600,1.0,1.0,1.0,1.0,0.0
Seattle F&S,LK053600,1.0,1.0,1.0,1.0,0.0
Baltimore F&S,LK054800,174.0,174.0,174.0,174.0,0.0
Great Lakes CC,LK054800,176.0,210.0,210.0,210.0,34.0
Houston F&S,LK054800,150.0,138.0,110.0,110.0,-40.0
Sacramento Main,LK054800,26.0,26.0,26.0,26.0,0.0
Seattle F&S,LK054800,8.0,8.0,8.0,8.0,0.0
Vancouver F&S,LK054800,12.0,12.0,0.0,0.0,-12.0
Houston F&S,LK06390X,3.0,3.0,0.0,0.0,-3.0
Great Lakes CC,LK06450N,6.0,0.0,0.0,0.0,-6.0
Great Lakes CC,LK06490X,6.0,0.0,0.0,0.0,-6.0
Houston F&S,LK06490X,3.0,3.0,0.0,0.0,-3.0
Sacramento Main,LK08360N,3.0,3.0,3.0,3.0,0.0
Great Lakes CC,LK08450N,8.0,8.0,8.0,8.0,0.0
Great Lakes CC,LK08490X,8.0,8.0,8.0,8.0,0.0
Houston F&S,LK08490X,7.0,7.0,7.0,7.0,0.0
Baltimore F&S,LK090062,1.0,1.0,1.0,1.0,0.0
Fontana,LK090062,1.0,1.0,1.0,1.0,0.0
Houston F&S,LK090062,2.0,2.0,2.0,2.0,0.0
Vancouver F&S,LK090062,2.0,2.0,2.0,2.0,0.0
Baltimore F&S,LK090064,1.0,1.0,1.0,1.0,0.0
Great Lakes CC,LK090064,4.0,4.0,4.0,4.0,0.0
Vancouver F&S,LK090064,6.0,6.0,6.0,6.0,0.0
Baltimore F&S,LK090076,12.0,12.0,12.0,12.0,0.0
Fontana,LK090076,16.0,16.0,16.0,16.0,0.0
Great Lakes CC,LK090076,5.0,5.0,5.0,5.0,0.0
Great Lakes CC,LK090076E,40.0,42.0,36.0,48.0,8.0
Houston F&S,LK090076E,39.0,39.0,19.0,19.0,-20.0
Baltimore F&S,LK090078,4.0,11.0,12.0,12.0,8.0
Edmonton F&S,LK090078,2.0,2.0,2.0,1.0,-1.0
Fontana,LK090078,6.0,6.0,6.0,6.0,0.0
Great Lakes CC,LK090078,55.0,62.0,61.0,101.0,46.0
Houston F&S,LK090078,70.0,70.0,70.0,70.0,0.0
Sacramento Main,LK090078,1.0,1.0,1.0,1.0,0.0
Vancouver F&S,LK090078,47.0,35.0,21.0,21.0,-26.0
Baltimore F&S,LK090080,4.0,11.0,12.0,12.0,8.0
Fontana,LK090080,78.0,78.0,78.0,78.0,0.0
Great Lakes CC,LK090080,49.0,54.0,54.0,76.0,27.0
Houston F&S,LK090080,91.0,91.0,91.0,91.0,0.0
Sacramento Main,LK090080,12.0,12.0,12.0,12.0,0.0
Vancouver F&S,LK090080,24.0,24.0,24.0,24.0,0.0
Great Lakes CC,LK090080F,8.0,48.0,48.0,64.0,56.0
Baltimore F&S,LK091200,1.0,13.0,13.0,13.0,12.0
Fontana,LK091200,11.0,11.0,11.0,11.0,0.0
Great Lakes CC,LK091200,69.0,96.0,112.0,132.0,63.0
Houston F&S,LK091200,69.0,69.0,69.0,69.0,0.0
Sacramento Main,LK091200,11.0,11.0,11.0,11.0,0.0
Vancouver F&S,LK091200,16.0,16.0,16.0,16.0,0.0
Baltimore F&S,LK091800,16.0,22.0,22.0,22.0,6.0
Edmonton F&S,LK091800,4.0,4.0,4.0,4.0,0.0
Fontana,LK091800,8.0,8.0,8.0,8.0,0.0
Great Lakes CC,LK091800,73.0,98.0,117.0,141.0,68.0
Houston F&S,LK091800,75.0,75.0,75.0,75.0,0.0
Sacramento Main,LK091800,4.0,4.0,4.0,4.0,0.0
Vancouver F&S,LK091800,32.0,32.0,32.0,32.0,0.0
Baltimore F&S,LK092400,10.0,12.0,12.0,12.0,2.0
Fontana,LK092400,11.0,11.0,11.0,11.0,0.0
Great Lakes CC,LK092400,102.0,129.0,149.0,175.0,73.0
Houston F&S,LK092400,146.0,145.0,144.0,144.0,-2.0
Sacramento Main,LK092400,8.0,8.0,8.0,8.0,0.0
Vancouver F&S,LK092400,70.0,70.0,70.0,70.0,0.0
Baltimore F&S,LK093600,9.0,19.0,19.0,19.0,10.0
Edmonton F&S,LK093600,14.0,14.0,14.0,14.0,0.0
Fontana,LK093600,24.0,24.0,24.0,24.0,0.0
Great Lakes CC,LK093600,78.0,110.0,106.0,149.0,71.0
Houston F&S,LK093600,82.0,82.0,82.0,86.0,4.0
Sacramento Main,LK093600,6.0,6.0,6.0,6.0,0.0
Vancouver F&S,LK093600,50.0,52.0,52.0,52.0,2.0
Baltimore F&S,LK094800,83.0,121.0,121.0,121.0,38.0
Edmonton F&S,LK094800,6.0,6.0,6.0,6.0,0.0
Fontana,LK094800,184.0,184.0,184.0,184.0,0.0
Great Lakes CC,LK094800,239.0,266.0,256.0,335.0,96.0
Houston F&S,LK094800,222.0,210.0,183.0,203.0,-19.0
Sacramento Main,LK094800,57.0,57.0,57.0,57.0,0.0
Vancouver F&S,LK094800,112.0,112.0,88.0,100.0,-12.0
Baltimore F&S,LK099600,16.0,29.0,32.0,32.0,16.0
Edmonton F&S,LK099600,32.0,32.0,32.0,32.0,0.0
Fontana,LK099600,68.0,68.0,68.0,68.0,0.0
Great Lakes CC,LK099600,101.0,139.0,132.0,179.0,78.0
Houston F&S,LK099600,42.0,42.0,42.0,42.0,0.0
Houston F&S,LK100078,22.0,22.0,22.0,22.0,0.0
Houston F&S,LK100080,6.0,6.0,6.0,6.0,0.0
Houston F&S,LK101200,11.0,11.0,11.0,11.0,0.0
Houston F&S,LK101800,33.0,33.0,33.0,33.0,0.0
Houston F&S,LK102400,26.0,26.0,26.0,26.0,0.0
Houston F&S,LK103600,36.0,36.0,36.0,36.0,0.0
Great Lakes CC,LK10450N,27.0,27.0,27.0,27.0,0.0
Houston F&S,LK104800,93.0,87.0,73.0,73.0,-20.0
Great Lakes CC,LK10490X,27.0,27.0,27.0,27.0,0.0
Baltimore F&S,LK45826,87.0,87.0,87.0,87.0,0.0
Edmonton F&S,LP,190.0,62.0,62.0,62.0,-128.0
Toronto F&S,LP,56.0,56.0,56.0,56.0,0.0
Linden,M01024,135.0,135.0,135.0,135.0,0.0
Linden,M01026,200.0,200.0,200.0,200.0,0.0
Linden,M01028,12.0,12.0,12.0,12.0,0.0
Linden,M01030,510.0,510.0,510.0,510.0,0.0
Houston F&S,M01056,278.0,265.0,265.0,265.0,-13.0
Linden,M01056,33.0,30.0,30.0,30.0,-3.0
Seattle F&S,M01056,24.0,14.0,7.0,7.0,-17.0
Tampa F&S,M01056,104.0,92.0,92.0,92.0,-12.0
Great Lakes CC,M01058,56.0,56.0,56.0,56.0,0.0
Baltimore F&S,M01067,51.0,41.0,34.0,34.0,-17.0
Linden,M01074,13.0,11.0,11.0,11.0,-2.0
Tampa F&S,M01074,32.0,20.0,20.0,20.0,-12.0
Tampa F&S,M01076,23.0,11.0,11.0,11.0,-12.0
Linden,M01082,178.0,178.0,178.0,178.0,0.0
Tampa F&S,M01082,115.0,115.0,115.0,115.0,0.0
Atlanta F&S,M01085,60.0,60.0,60.0,60.0,0.0
Tampa F&S,M01085,1265.0,1119.0,1119.0,1119.0,-146.0
Tampa F&S,M01086,59.0,29.0,29.0,29.0,-30.0
Linden,M01088,200.0,200.0,200.0,200.0,0.0
Tampa F&S,M01088,200.0,150.0,150.0,150.0,-50.0
Atlanta F&S,M01090,200.0,200.0,200.0,200.0,0.0
Linden,M01090,4181.0,4181.0,4181.0,4181.0,0.0
Tampa F&S,M01090,23205.0,19705.0,17990.0,17705.0,-5500.0
Linden,M30076,12.0,12.0,12.0,12.0,0.0
Atlanta F&S,M30078,8.0,8.0,8.0,8.0,0.0
Linden,M30078,7.0,7.0,7.0,7.0,0.0
Tampa F&S,M30078,5.0,5.0,1.0,1.0,-4.0
Linden,M30080,20.0,19.0,19.0,19.0,-1.0
Tampa F&S,M30080,12.0,12.0,12.0,12.0,0.0
Linden,M30100,2.0,2.0,2.0,2.0,0.0
Tampa F&S,M30100,2.0,2.0,2.0,2.0,0.0
Linden,M30150,1.0,1.0,1.0,1.0,0.0
Linden,M30200,1.0,1.0,1.0,1.0,0.0
Tampa F&S,M30200,1.0,1.0,1.0,1.0,0.0
Linden,M30400,4.0,4.0,4.0,4.0,0.0
Linden,M30600,1.0,1.0,1.0,1.0,0.0
Linden,M30800,1.0,1.0,1.0,1.0,0.0
Linden,M31000,1.0,1.0,1.0,1.0,0.0
Atlanta F&S,M31200,2.0,2.0,2.0,2.0,0.0
Linden,M31200,1.0,1.0,1.0,1.0,0.0
Tampa F&S,M31200,4.0,4.0,4.0,0.0,-4.0
Linden,M31400,1.0,1.0,1.0,1.0,0.0
Tampa F&S,M31400,8.0,8.0,8.0,8.0,0.0
Linden,M31600,12.0,12.0,12.0,12.0,0.0
Atlanta F&S,M31800,2.0,2.0,2.0,2.0,0.0
Linden,M31800,10.0,10.0,10.0,10.0,0.0
Atlanta F&S,M32000,2.0,2.0,2.0,2.0,0.0
Linden,M32000,1.0,1.0,1.0,1.0,0.0
Atlanta F&S,M32400,4.0,4.0,4.0,4.0,0.0
Linden,M32400,50.0,48.0,46.0,46.0,-4.0
Tampa F&S,M32400,196.0,146.0,127.0,124.0,-72.0
Linden,M40076,20.0,20.0,20.0,20.0,0.0
Atlanta F&S,M40078,3.0,3.0,3.0,3.0,0.0
Linden,M40078,1.0,1.0,1.0,1.0,0.0
Tampa F&S,M40078,4.0,4.0,4.0,4.0,0.0
Linden,M40080,4.0,4.0,4.0,4.0,0.0
Linden,M40100,12.0,12.0,12.0,12.0,0.0
Tampa F&S,M40150,4.0,0.0,0.0,0.0,-4.0
Linden,M40200,4.0,4.0,4.0,4.0,0.0
Linden,M40400,11.0,11.0,11.0,11.0,0.0
Tampa F&S,M40400,2.0,2.0,2.0,2.0,0.0
Tampa F&S,M40600,1.0,1.0,1.0,1.0,0.0
Linden,M40800,5.0,5.0,5.0,5.0,0.0
Tampa F&S,M40800,1.0,1.0,1.0,1.0,0.0
Linden,M41200,8.0,8.0,8.0,8.0,0.0
Atlanta F&S,M41400,4.0,4.0,4.0,4.0,0.0
Tampa F&S,M41400,1.0,1.0,1.0,1.0,0.0
Linden,M41600,8.0,8.0,8.0,8.0,0.0
Linden,M41800,6.0,6.0,6.0,6.0,0.0
Atlanta F&S,M42400,120.0,120.0,120.0,120.0,0.0
Linden,M42400,40.0,40.0,40.0,40.0,0.0
Tampa F&S,M42400,258.0,158.0,158.0,158.0,-100.0
Linden,M50076,16.0,16.0,16.0,16.0,0.0
Linden,M50080,12.0,11.0,11.0,11.0,-1.0
Linden,M50800,4.0,4.0,4.0,4.0,0.0
Linden,M51200,3.0,3.0,3.0,3.0,0.0
Tampa F&S,M51400,19.0,19.0,19.0,19.0,0.0
Linden,M52200,4.0,4.0,4.0,4.0,0.0
Tampa F&S,M52400,50.0,30.0,30.0,30.0,-20.0
Atlanta F&S,M60076,6.0,6.0,6.0,6.0,0.0
Tampa F&S,M60076,30.0,30.0,30.0,30.0,0.0
Atlanta F&S,M60078,3.0,3.0,3.0,3.0,0.0
Linden,M60078,1.0,1.0,1.0,1.0,0.0
Linden,M60080,8.0,8.0,8.0,8.0,0.0
Tampa F&S,M60080,9.0,9.0,9.0,9.0,0.0
Tampa F&S,M60150,4.0,0.0,0.0,0.0,-4.0
Tampa F&S,M61000,4.0,4.0,4.0,4.0,0.0
Atlanta F&S,M61400,4.0,4.0,4.0,4.0,0.0
Tampa F&S,M61600,4.0,4.0,4.0,4.0,0.0
Tampa F&S,M62000,12.0,12.0,12.0,12.0,0.0
Tampa F&S,M62400,8.0,1.0,1.0,1.0,-7.0
Linden,M80076,30.0,30.0,30.0,30.0,0.0
Atlanta F&S,M80078,8.0,8.0,8.0,8.0,0.0
Linden,M80078,14.0,14.0,14.0,14.0,0.0
Tampa F&S,M80078,43.0,43.0,43.0,43.0,0.0
Linden,M80080,3.0,3.0,3.0,3.0,0.0
Tampa F&S,M80080,15.0,15.0,15.0,15.0,0.0
Linden,M80100,2.0,2.0,2.0,2.0,0.0
Tampa F&S,M80100,2.0,2.0,2.0,2.0,0.0
Linden,M80150,2.0,2.0,2.0,2.0,0.0
Linden,M80200,10.0,10.0,10.0,10.0,0.0
Tampa F&S,M80200,6.0,6.0,6.0,6.0,0.0
Linden,M80400,4.0,4.0,4.0,4.0,0.0
Tampa F&S,M80400,8.0,8.0,8.0,8.0,0.0
Linden,M80600,2.0,2.0,2.0,2.0,0.0
Linden,M80800,9.0,9.0,9.0,9.0,0.0
Tampa F&S,M80800,2.0,2.0,2.0,2.0,0.0
Linden,M81000,2.0,2.0,2.0,2.0,0.0
Atlanta F&S,M81200,2.0,2.0,2.0,2.0,0.0
Linden,M81200,10.0,10.0,10.0,10.0,0.0
Tampa F&S,M81200,4.0,4.0,4.0,4.0,0.0
Linden,M81400,2.0,2.0,2.0,2.0,0.0
Tampa F&S,M81400,6.0,6.0,6.0,6.0,0.0
Linden,M81600,6.0,6.0,6.0,6.0,0.0
Tampa F&S,M81600,10.0,10.0,10.0,10.0,0.0
Atlanta F&S,M81800,2.0,2.0,2.0,2.0,0.0
Linden,M81800,13.0,13.0,13.0,13.0,0.0
Atlanta F&S,M82000,2.0,2.0,2.0,2.0,0.0
Linden,M82000,4.0,4.0,4.0,4.0,0.0
Tampa F&S,M82000,4.0,4.0,4.0,4.0,0.0
Linden,M82200,2.0,2.0,2.0,2.0,0.0
Atlanta F&S,M82400,4.0,4.0,4.0,4.0,0.0
Linden,M82400,73.0,68.0,68.0,68.0,-5.0
Tampa F&S,M82400,166.0,84.0,84.0,84.0,-82.0
Edmonton F&S,MESH2X4,8.0,0.0,0.0,0.0,-8.0
Atlanta F&S,NA001,250.0,250.0,250.0,250.0,0.0
Great Lakes CC,NA001,200.0,200.0,200.0,200.0,0.0
Houston F&S,NA001,835.0,835.0,880.0,877.0,42.0
Linden,NA001,36.0,36.0,36.0,38.0,2.0
Tampa F&S,NA001,218.0,218.0,218.0,218.0,0.0
Atlanta F&S,NA002,138.0,138.0,0.0,0.0,-138.0
Great Lakes CC,NA002,212.0,200.0,200.0,200.0,-12.0
Houston F&S,NA002,495.0,912.0,912.0,912.0,417.0
Tampa F&S,NA002,200.0,200.0,200.0,200.0,0.0
Atlanta F&S,NA003,207.0,207.0,187.0,187.0,-20.0
Great Lakes CC,NA003,179.0,170.0,170.0,170.0,-9.0
Houston F&S,NA003,1216.0,1694.0,1699.0,1699.0,483.0
Linden,NA003,18.0,18.0,18.0,19.0,1.0
Tampa F&S,NA003,304.0,304.0,304.0,304.0,0.0
Atlanta F&S,NA005,122.0,122.0,10.0,10.0,-112.0
Great Lakes CC,NA005,41.0,40.0,40.0,40.0,-1.0
Houston F&S,NA005,231.0,316.0,330.0,330.0,99.0
Linden,NA005,6.0,6.0,6.0,7.0,1.0
Tampa F&S,NA005,140.0,140.0,140.0,140.0,0.0
Houston F&S,NA007,98.0,43.0,13.0,13.0,-85.0
Tampa F&S,NA007,200.0,200.0,200.0,200.0,0.0
Great Lakes CC,NA008,40.0,40.0,40.0,40.0,0.0
Tampa F&S,NA008,120.0,120.0,120.0,120.0,0.0
Great Lakes CC,NA009,124.0,124.0,124.0,124.0,0.0
Great Lakes CC,NA011,200.0,200.0,200.0,200.0,0.0
Houston F&S,NA011,210.0,30.0,0.0,0.0,-210.0
Tampa F&S,NA011,120.0,120.0,120.0,120.0,0.0
Atlanta F&S,NA013,11.0,11.0,9.0,9.0,-2.0
Houston F&S,NA013,6.0,9.0,9.0,10.0,4.0
Atlanta F&S,NA014,2.0,2.0,0.0,0.0,-2.0
Great Lakes CC,NA014,7.0,7.0,7.0,7.0,0.0
Houston F&S,NA014,35.0,52.0,53.0,53.0,18.0
Tampa F&S,NA014,1.0,1.0,1.0,1.0,0.0
Great Lakes CC,NA015,5.0,5.0,5.0,5.0,0.0
Great Lakes CC,NA016,1.0,1.0,1.0,1.0,0.0
Atlanta F&S,NA020,14.0,14.0,0.0,0.0,-14.0
Houston F&S,NA020,188.0,188.0,188.0,188.0,0.0
Tampa F&S,NA020,6.0,6.0,6.0,6.0,0.0
Tampa F&S,NA021,6.0,6.0,6.0,6.0,0.0
Tampa F&S,NA032,12.0,12.0,12.0,12.0,0.0
Tampa F&S,NA033,3.0,3.0,3.0,3.0,0.0
Tampa F&S,NA034,12.0,12.0,12.0,12.0,0.0
Great Lakes CC,NA039,2.0,2.0,2.0,2.0,0.0
Atlanta F&S,NA040,31.0,31.0,17.0,17.0,-14.0
Great Lakes CC,NA040,2.0,2.0,2.0,2.0,0.0
Tampa F&S,NA040,2.0,2.0,2.0,2.0,0.0
Fontana,NSA194,410.0,410.0,410.0,410.0,0.0
Baltimore F&S,OX509,382.0,382.0,381.0,363.0,-19.0
Baltimore F&S,OXEX5,374.0,374.0,372.0,355.0,-19.0
Atlanta F&S,P9,7.0,7.0,7.0,37.0,30.0
Baltimore F&S,P9,3.0,3.0,3.0,3.0,0.0
Baltimore F&S,PSH0124,751.0,779.0,770.0,770.0,19.0
Fontana,PSH0124,1325.0,1325.0,1348.0,1359.0,34.0
Houston F&S,PSH0124,361.0,355.0,355.0,355.0,-6.0
Linden,PSH0124,22.0,22.0,22.0,19.0,-3.0
Sacramento Main,PSH0124,915.0,1050.0,1158.0,1297.0,382.0
Seattle F&S,PSH0124,2378.0,2359.0,2340.0,2409.0,31.0
Baltimore F&S,PSH0125,119.0,119.0,58.0,292.0,173.0
Fontana,PSH0125,3187.0,3155.0,3149.0,3062.0,-125.0
Houston F&S,PSH0125,342.0,342.0,342.0,342.0,0.0
Linden,PSH0125,275.0,275.0,269.0,269.0,-6.0
Sacramento Main,PSH0125,1535.0,2022.0,2268.0,2720.0,1185.0
Seattle F&S,PSH0125,4567.0,4600.0,4632.0,4773.0,206.0
Fontana,PSH0126,593.0,592.0,592.0,574.0,-19.0
Houston F&S,PSH0126,24.0,24.0,24.0,24.0,0.0
Linden,PSH0126,68.0,97.0,88.0,50.0,-18.0
Sacramento Main,PSH0126,639.0,684.0,674.0,704.0,65.0
Seattle F&S,PSH0126,1280.0,1272.0,1301.0,1335.0,55.0
Baltimore F&S,PSH0127,52.0,52.0,0.0,0.0,-52.0
Fontana,PSH0127,827.0,627.0,640.0,646.0,-181.0
Houston F&S,PSH0127,6.0,6.0,6.0,6.0,0.0
Linden,PSH0127,49.0,49.0,49.0,49.0,0.0
Sacramento Main,PSH0127,671.0,751.0,742.0,794.0,123.0
Seattle F&S,PSH0127,1191.0,1253.0,1306.0,1337.0,146.0
Fontana,PSH0130,242.0,242.0,196.0,196.0,-46.0
Houston F&S,PSH0130,80.0,80.0,80.0,80.0,0.0
Sacramento Main,PSH0130,273.0,259.0,107.0,111.0,-162.0
Seattle F&S,PSH0130,308.0,236.0,222.0,222.0,-86.0
Baltimore F&S,PSH1104,8.0,8.0,0.0,0.0,-8.0
Fontana,PSH1104,4834.0,4730.0,4730.0,4677.0,-157.0
Houston F&S,PSH1104,1438.0,1379.0,1244.0,963.0,-475.0
Linden,PSH1104,227.0,227.0,227.0,117.0,-110.0
Sacramento Main,PSH1104,2518.0,2722.0,2908.0,3049.0,531.0
Seattle F&S,PSH1104,13134.0,13114.0,13189.0,13601.0,467.0
Baltimore F&S,PSH1105,3.0,3.0,0.0,0.0,-3.0
Fontana,PSH1105,3728.0,3616.0,3616.0,3680.0,-48.0
Houston F&S,PSH1105,760.0,667.0,566.0,387.0,-373.0
Linden,PSH1105,166.0,166.0,166.0,145.0,-21.0
Sacramento Main,PSH1105,2049.0,2360.0,2498.0,2654.0,605.0
Seattle F&S,PSH1105,6387.0,6694.0,6878.0,6958.0,571.0
Fontana,PSH1106,20212.0,19258.0,18889.0,17654.0,-2558.0
Houston F&S,PSH1106,6930.0,6425.0,5553.0,4475.0,-2455.0
Linden,PSH1106,513.0,513.0,513.0,403.0,-110.0
Sacramento Main,PSH1106,16481.0,17859.0,15619.0,17804.0,1323.0
Seattle F&S,PSH1106,31734.0,33011.0,32854.0,33966.0,2232.0
Baltimore F&S,PSH1107,3.0,3.0,0.0,0.0,-3.0
Fontana,PSH1107,196.0,196.0,196.0,194.0,-2.0
Houston F&S,PSH1107,190.0,190.0,190.0,157.0,-33.0
Linden,PSH1107,4.0,4.0,4.0,4.0,0.0
Sacramento Main,PSH1107,400.0,427.0,427.0,477.0,77.0
Seattle F&S,PSH1107,191.0,235.0,236.0,257.0,66.0
Baltimore F&S,PSH1116D,6.0,6.0,0.0,0.0,-6.0
Fontana,PSH1116D,4067.0,3971.0,3947.0,3883.0,-184.0
Houston F&S,PSH1116D,359.0,333.0,285.0,199.0,-160.0
Linden,PSH1116D,104.0,104.0,104.0,48.0,-56.0
Sacramento Main,PSH1116D,1733.0,2225.0,2476.0,2942.0,1209.0
Seattle F&S,PSH1116D,4547.0,4639.0,4673.0,4804.0,257.0
Baltimore F&S,PSH1118,8.0,8.0,0.0,0.0,-8.0
Fontana,PSH1118,5836.0,5674.0,5536.0,5124.0,-712.0
Houston F&S,PSH1118,1279.0,1114.0,940.0,703.0,-576.0
Linden,PSH1118,252.0,252.0,252.0,224.0,-28.0
Sacramento Main,PSH1118,2815.0,3251.0,3402.0,3665.0,850.0
Seattle F&S,PSH1118,7352.0,7599.0,7658.0,7687.0,335.0
Baltimore F&S,PSH1137D,10.0,10.0,0.0,0.0,-10.0
Fontana,PSH1137D,1480.0,1424.0,1412.0,1412.0,-68.0
Houston F&S,PSH1137D,127.0,127.0,127.0,127.0,0.0
Linden,PSH1137D,69.0,69.0,69.0,41.0,-28.0
Sacramento Main,PSH1137D,940.0,1103.0,1174.0,1287.0,347.0
Seattle F&S,PSH1137D,1875.0,1838.0,1887.0,1879.0,4.0
Fontana,PSH1311,22.0,22.0,22.0,22.0,0.0
Fontana,PSH3111,1302.0,1307.0,1368.0,1348.0,46.0
Houston F&S,PSH3111,1035.0,990.0,975.0,720.0,-315.0
Linden,PSH3111,272.0,272.0,272.0,272.0,0.0
Sacramento Main,PSH3111,791.0,791.0,791.0,662.0,-129.0
Seattle F&S,PSH3111,1410.0,1384.0,1317.0,1045.0,-365.0
Baltimore F&S,PSH3112,97.0,27.0,20.0,20.0,-77.0
Fontana,PSH3112,2002.0,1943.0,1943.0,1968.0,-34.0
Houston F&S,PSH3112,1562.0,1520.0,1490.0,1190.0,-372.0
Linden,PSH3112,439.0,478.0,400.0,324.0,-115.0
Sacramento Main,PSH3112,2403.0,2616.0,3041.0,3326.0,923.0
Seattle F&S,PSH3112,4377.0,4558.0,4532.0,4913.0,536.0
Fontana,PSH3113,169.0,169.0,165.0,165.0,-4.0
Houston F&S,PSH3113,143.0,143.0,143.0,118.0,-25.0
Fontana,PSH3114,447.0,447.0,447.0,333.0,-114.0
Sacramento Main,PSH3114,106.0,113.0,86.0,56.0,-50.0
Baltimore F&S,PSH3115,172.0,37.0,15.0,15.0,-157.0
Fontana,PSH3115,15355.0,14839.0,15087.0,14331.0,-1024.0
Houston F&S,PSH3115,1948.0,2049.0,2116.0,1836.0,-112.0
Linden,PSH3115,840.0,916.0,789.0,589.0,-251.0
Sacramento Main,PSH3115,7297.0,7535.0,7708.0,8187.0,890.0
Seattle F&S,PSH3115,13047.0,13118.0,13225.0,13803.0,756.0
Fontana,PSH4000,1377.0,1335.0,1422.0,1430.0,53.0
Houston F&S,PSH4000,129.0,129.0,129.0,123.0,-6.0
Linden,PSH4000,1047.0,944.0,931.0,919.0,-128.0
Sacramento Main,PSH4000,804.0,811.0,747.0,676.0,-128.0
Seattle F&S,PSH4000,1895.0,1905.0,1865.0,1570.0,-325.0
Fontana,PSH4200,2872.0,2474.0,2453.0,2419.0,-453.0
Houston F&S,PSH4200,710.0,668.0,638.0,368.0,-342.0
Linden,PSH4200,1194.0,1194.0,1194.0,1222.0,28.0
Sacramento Main,PSH4200,719.0,892.0,1354.0,1746.0,1027.0
Seattle F&S,PSH4200,4090.0,4044.0,4010.0,3971.0,-119.0
Sacramento Main,PSH4300,181.0,181.0,181.0,181.0,0.0
Tampa F&S,PSH4300,20.0,0.0,0.0,0.0,-20.0
Baltimore F&S,PSH4500,280.0,162.0,79.0,79.0,-201.0
Fontana,PSH4500,12977.0,12732.0,12716.0,12469.0,-508.0
Great Lakes CC,PSH4500,30.0,407.0,450.0,984.0,954.0
Houston F&S,PSH4500,2255.0,2021.0,1955.0,1454.0,-801.0
Linden,PSH4500,2282.0,2244.0,1770.0,1482.0,-800.0
Sacramento Main,PSH4500,730.0,730.0,388.0,254.0,-476.0
Seattle F&S,PSH4500,3006.0,2990.0,2995.0,2899.0,-107.0
Tampa F&S,PSH4500,682.0,640.0,640.0,640.0,-42.0
Fontana,PSH4500A,1647.0,1647.0,1647.0,1647.0,0.0
Seattle F&S,PSH4500A,6427.0,5923.0,5692.0,5977.0,-450.0
Tampa F&S,PSH4500A,346.0,339.0,338.0,338.0,-8.0
Fontana,PSH4520,2637.0,2637.0,2637.0,2637.0,0.0
Houston F&S,PSH4520,2.0,2.0,2.0,2.0,0.0
Linden,PSH4520,1539.0,1507.0,1224.0,1119.0,-420.0
Sacramento Main,PSH4520,50.0,50.0,0.0,0.0,-50.0
Seattle F&S,PSH4520,4116.0,4098.0,4098.0,3976.0,-140.0
Tampa F&S,PSH4520,83.0,83.0,83.0,83.0,0.0
Fontana,PSH4600,53.0,53.0,53.0,53.0,0.0
Sacramento Main,PSH4600,65.0,65.0,65.0,65.0,0.0
Seattle F&S,PSH4600,72.0,82.0,82.0,82.0,10.0
Baltimore F&S,PSH8126,1032.0,1032.0,1032.0,1032.0,0.0
Fontana,PSH8126,32166.0,31788.0,31328.0,31537.0,-629.0
Houston F&S,PSH8126,4374.0,4374.0,4374.0,3449.0,-925.0
Linden,PSH8126,2236.0,2236.0,2236.0,2236.0,0.0
Sacramento Main,PSH8126,8118.0,8847.0,9377.0,10465.0,2347.0
Seattle F&S,PSH8126,41094.0,40551.0,41927.0,43037.0,1943.0
Seattle F&S,PSH8131,8114.0,8114.0,7185.0,6854.0,-1260.0
Fontana,PSH8134,608.0,608.0,444.0,444.0,-164.0
Sacramento Main,PSH8134,4567.0,5654.0,5642.0,6013.0,1446.0
Seattle F&S,PSH8134,56.0,56.0,56.0,56.0,0.0
Seattle F&S,PSH8136,1288.0,1288.0,1288.0,1288.0,0.0
Baltimore F&S,PSH8140,175.0,175.0,175.0,175.0,0.0
Fontana,PSH8140,1450.0,1425.0,1335.0,1335.0,-115.0
Houston F&S,PSH8140,1010.0,1010.0,1010.0,1010.0,0.0
Linden,PSH8140,113.0,113.0,113.0,113.0,0.0
Sacramento Main,PSH8140,1078.0,1238.0,1167.0,1255.0,177.0
Seattle F&S,PSH8140,1780.0,1778.0,1885.0,1962.0,182.0
Fontana,PSH8141,4634.0,4584.0,4584.0,4584.0,-50.0
Houston F&S,PSH8141,314.0,314.0,314.0,314.0,0.0
Linden,PSH8141,586.0,586.0,583.0,583.0,-3.0
